id,employee_id,department,objective,key_result,progress,performance_score,start_date,end_date,status,priority,effort_hours,actual_hours,quality_score,team_size,budget,actual_spent
170,EMP_072,Engineering,Expand market reach,Reduce bug reports by 30%,0.937,0.873,2024-09-24,2024-12-31,Completed,Medium,46,132,0.6934328126971783,3,18937,34594
171,EMP_040,Operations,Increase customer satisfaction,Complete 90% of sprint goals,0.641,0.723,2024-04-10,2024-12-31,Active,Low,140,143,0.7432467085745726,6,10906,20178
172,EMP_046,Engineering,Reduce operational costs,Reduce costs by 15%,0.798,0.972,2024-09-16,2024-12-31,Active,Medium,98,156,0.9687386051564751,1,31515,36895
173,EMP_034,Sales,Expand market reach,Enter 3 new markets,0.589,0.889,2024-09-21,2024-12-31,Active,Medium,173,74,0.9639878561129045,3,26953,16840
174,EMP_085,Sales,Expand market reach,Increase revenue by 25%,1.0,0.81,2024-10-03,2024-12-31,Completed,Medium,73,180,0.7837286228137069,2,38866,19851
175,EMP_057,Operations,Increase customer satisfaction,Reduce costs by 15%,0.836,0.857,2024-12-12,2024-12-31,Active,Low,72,141,0.7709933674864722,2,42346,22752
176,EMP_039,Operations,Increase customer satisfaction,Complete 90% of sprint goals,0.79,0.888,2024-12-08,2024-12-31,Active,Low,106,116,0.8626379579546412,6,42396,33401
177,EMP_099,Engineering,Reduce operational costs,Reduce costs by 15%,0.853,0.827,2024-02-08,2024-12-31,Active,High,138,153,0.8846177745832742,3,7454,23686
178,EMP_046,Operations,Expand market reach,Complete 90% of sprint goals,0.522,0.657,2024-05-26,2024-12-31,Active,Medium,117,77,0.8122349138665443,6,9249,15585
179,EMP_087,Operations,Increase customer satisfaction,Increase revenue by 25%,0.919,0.874,2024-06-21,2024-12-31,Completed,Low,102,187,0.9442312210267868,1,18074,29396
180,EMP_040,Engineering,Expand market reach,Achieve 95% customer satisfaction score,1.0,0.797,2024-03-29,2024-12-31,Completed,Medium,92,153,0.7446317580853645,6,37808,24660
181,EMP_068,Marketing,Enhance team productivity,Complete 90% of sprint goals,0.836,0.935,2024-04-19,2024-12-31,Active,Medium,159,148,0.7850668688079605,6,5778,21400
182,EMP_020,Finance,Boost sales performance,Complete 90% of sprint goals,0.757,0.84,2024-08-03,2024-12-31,Active,High,47,133,0.5796767707000763,4,11581,26105
183,EMP_076,Operations,Increase customer satisfaction,Increase revenue by 25%,0.723,0.943,2024-08-19,2024-12-31,Active,High,90,144,0.8228475524508617,3,33803,17617
184,EMP_004,Operations,Enhance team productivity,Reduce costs by 15%,0.828,0.769,2024-12-26,2024-12-31,Active,High,111,97,0.7877350638265548,1,33369,25805
185,EMP_017,Finance,Enhance team productivity,Enter 3 new markets,0.706,0.49,2024-05-21,2024-12-31,Active,Low,123,114,0.7042448500535069,6,48056,26601
186,EMP_049,Operations,Improve product quality,Increase revenue by 25%,0.634,0.713,2024-01-17,2024-12-31,Active,High,90,118,0.8695375284351744,7,9492,23997
187,EMP_064,Marketing,Expand market reach,Increase revenue by 25%,0.902,0.787,2024-02-14,2024-12-31,Completed,High,147,155,0.8848272226402725,5,47092,19142
188,EMP_045,Sales,Enhance team productivity,Reduce bug reports by 30%,0.929,0.903,2024-06-22,2024-12-31,Completed,Low,197,157,1.0112220628255424,2,43211,32354
189,EMP_094,Engineering,Enhance team productivity,Reduce bug reports by 30%,0.789,0.677,2024-03-24,2024-12-31,Active,High,115,121,0.784999741917654,7,10889,29792
190,EMP_066,Marketing,Boost sales performance,Reduce costs by 15%,0.981,0.831,2024-01-28,2024-12-31,Completed,Low,123,172,0.9831478807397795,5,35373,33251
191,EMP_003,Operations,Improve product quality,Achieve 95% customer satisfaction score,0.813,1.0,2024-08-22,2024-12-31,Active,High,94,119,0.8592844901141115,5,42437,14604
192,EMP_023,Engineering,Expand market reach,Complete 90% of sprint goals,0.897,0.957,2024-04-08,2024-12-31,Active,High,158,136,0.9618015654576141,6,41027,27553
193,EMP_098,Marketing,Boost sales performance,Complete 90% of sprint goals,1.0,0.869,2024-01-23,2024-12-31,Completed,Low,87,158,0.8154390485303301,7,41129,28733
194,EMP_068,Finance,Increase customer satisfaction,Achieve 95% customer satisfaction score,0.507,0.777,2024-07-20,2024-12-31,Active,Medium,165,89,0.7634486815223993,5,18703,16255
195,EMP_034,HR,Enhance team productivity,Enter 3 new markets,1.0,0.731,2024-12-30,2024-12-31,Completed,Medium,108,137,0.859767585556028,2,47138,21163
196,EMP_006,Marketing,Reduce operational costs,Reduce costs by 15%,0.46,0.884,2024-05-04,2024-12-31,Active,High,163,67,0.9196954404510735,4,5785,12125
197,EMP_073,Engineering,Reduce operational costs,Reduce costs by 15%,0.535,0.849,2024-04-18,2024-12-31,Active,Medium,107,85,0.8897244609241453,5,15913,13467
198,EMP_087,Marketing,Boost sales performance,Reduce bug reports by 30%,0.615,0.881,2024-09-06,2024-12-31,Active,High,124,115,0.7238545166344891,4,5138,14115
199,EMP_068,Marketing,Increase customer satisfaction,Complete 90% of sprint goals,0.815,0.746,2024-09-29,2024-12-31,Active,Low,121,152,1.0458347454220593,2,24218,22206
200,EMP_028,Finance,Increase customer satisfaction,Reduce costs by 15%,0.495,0.571,2024-03-04,2024-12-31,Active,Low,156,83,0.6811437683210315,7,24595,20555
201,EMP_021,Operations,Boost sales performance,Complete 90% of sprint goals,0.782,0.741,2024-02-15,2024-12-31,Active,Medium,51,106,0.852887572314901,4,34535,13844
202,EMP_100,Operations,Boost sales performance,Achieve 95% customer satisfaction score,0.734,0.528,2024-07-21,2024-12-31,Active,High,121,156,1.0610354367820396,7,46862,16185
203,EMP_035,Engineering,Enhance team productivity,Reduce costs by 15%,0.983,0.769,2024-12-17,2024-12-31,Completed,Low,102,154,0.9503566560183285,5,30518,32774
204,EMP_080,Sales,Expand market reach,Reduce costs by 15%,0.789,1.0,2024-10-03,2024-12-31,Active,Medium,191,135,0.8711640977508649,6,32810,32297
205,EMP_019,Sales,Improve product quality,Achieve 95% customer satisfaction score,0.725,0.747,2024-02-06,2024-12-31,Active,High,182,124,0.7906159837753362,5,12295,22660
206,EMP_035,Sales,Increase customer satisfaction,Reduce bug reports by 30%,0.779,0.776,2024-12-23,2024-12-31,Active,Low,138,109,1.0609444594642459,5,49716,27294
207,EMP_096,Sales,Reduce operational costs,Reduce costs by 15%,0.607,0.85,2024-06-10,2024-12-31,Active,Medium,163,93,0.8582512699323189,2,15350,20336
208,EMP_067,Operations,Expand market reach,Increase revenue by 25%,0.682,0.809,2024-10-21,2024-12-31,Active,High,184,102,0.8578896096598508,5,28864,20581
209,EMP_025,Operations,Increase customer satisfaction,Enter 3 new markets,1.0,0.772,2024-02-23,2024-12-31,Completed,Medium,53,128,0.8282806649939035,5,19743,32618
210,EMP_004,Finance,Boost sales performance,Reduce bug reports by 30%,0.402,0.632,2024-10-16,2024-12-31,Active,Medium,137,57,0.7535705360243632,1,29142,16750
211,EMP_057,Engineering,Improve product quality,Reduce costs by 15%,0.684,0.823,2024-11-01,2024-12-31,Active,High,173,126,0.7632869784289099,5,46627,19167
212,EMP_019,Engineering,Boost sales performance,Reduce bug reports by 30%,0.594,0.954,2024-11-02,2024-12-31,Active,High,122,81,0.8273739128826249,4,49452,21615
213,EMP_017,Sales,Improve product quality,Reduce costs by 15%,1.0,0.601,2024-04-29,2024-12-31,Completed,Low,177,151,0.7891413913993579,3,20372,27100
214,EMP_011,Engineering,Enhance team productivity,Achieve 95% customer satisfaction score,0.584,0.707,2024-07-29,2024-12-31,Active,High,81,87,0.849649200799146,7,23971,12668
215,EMP_041,Marketing,Improve product quality,Enter 3 new markets,0.693,0.849,2024-08-16,2024-12-31,Active,High,139,102,0.8982524048828591,1,35154,24969
216,EMP_100,Finance,Reduce operational costs,Reduce costs by 15%,1.0,0.689,2024-09-19,2024-12-31,Completed,Medium,42,151,0.9575175935668458,5,21923,23156
217,EMP_054,Operations,Increase customer satisfaction,Complete 90% of sprint goals,0.95,0.878,2024-02-23,2024-12-31,Completed,Medium,92,166,0.7986786433528414,6,33172,20885
218,EMP_086,Engineering,Enhance team productivity,Enter 3 new markets,0.523,0.767,2024-04-20,2024-12-31,Active,Medium,56,30,0.8245100155131541,5,36128,17915
219,EMP_100,Sales,Enhance team productivity,Reduce bug reports by 30%,0.514,0.967,2024-06-04,2024-12-31,Active,Low,143,66,0.8635753879917665,7,35116,20319
220,EMP_058,HR,Increase customer satisfaction,Enter 3 new markets,0.602,1.0,2024-05-14,2024-12-31,Active,Low,90,133,0.9170219897277339,5,49245,21431
221,EMP_059,HR,Boost sales performance,Reduce costs by 15%,0.601,0.68,2024-07-23,2024-12-31,Active,Low,163,82,0.8458830523087449,2,26607,18145
222,EMP_015,HR,Expand market reach,Achieve 95% customer satisfaction score,0.796,0.899,2024-07-17,2024-12-31,Active,Medium,65,110,0.8039593384360757,3,27794,28207
223,EMP_077,Finance,Enhance team productivity,Complete 90% of sprint goals,0.975,0.878,2024-06-23,2024-12-31,Completed,Medium,96,162,0.9119926332395805,2,16033,25061
224,EMP_054,Engineering,Improve product quality,Enter 3 new markets,1.0,0.559,2024-03-01,2024-12-31,Completed,Medium,60,163,0.8607695005646783,6,24029,32058
225,EMP_062,Sales,Expand market reach,Reduce bug reports by 30%,0.716,0.603,2024-01-03,2024-12-31,Active,Medium,45,86,0.8233347670765585,3,13811,23718
226,EMP_028,HR,Expand market reach,Achieve 95% customer satisfaction score,0.824,0.807,2024-05-18,2024-12-31,Active,High,128,138,0.7677568422745137,1,34290,31311
227,EMP_043,Finance,Improve product quality,Reduce bug reports by 30%,0.622,0.873,2024-01-08,2024-12-31,Active,Medium,135,78,0.7750188592833541,3,26542,21462
228,EMP_044,Engineering,Reduce operational costs,Reduce bug reports by 30%,0.833,0.718,2024-06-04,2024-12-31,Active,Medium,143,158,0.8969571818348433,3,32413,28574
229,EMP_027,Engineering,Reduce operational costs,Increase revenue by 25%,1.0,0.58,2024-11-22,2024-12-31,Completed,High,106,188,0.7899576434261295,3,45546,30502
230,EMP_078,Engineering,Improve product quality,Reduce costs by 15%,0.868,0.861,2024-03-31,2024-12-31,Active,Medium,107,107,0.7696027601193022,1,26904,29756
231,EMP_022,Sales,Reduce operational costs,Achieve 95% customer satisfaction score,0.771,0.888,2024-05-18,2024-12-31,Active,Low,188,155,0.8604355937523213,3,6132,27031
232,EMP_071,Sales,Reduce operational costs,Reduce costs by 15%,0.692,0.899,2024-03-24,2024-12-31,Active,Low,155,121,0.7843690608769733,3,33783,16793
233,EMP_046,HR,Expand market reach,Achieve 95% customer satisfaction score,0.469,0.66,2024-07-13,2024-12-31,Active,Low,63,93,0.9244584027199679,2,24459,5172
234,EMP_023,Finance,Reduce operational costs,Enter 3 new markets,0.814,1.0,2024-09-05,2024-12-31,Active,Medium,109,178,0.776848659610367,5,43402,19301
235,EMP_051,Operations,Enhance team productivity,Complete 90% of sprint goals,0.971,0.664,2024-08-26,2024-12-31,Completed,High,180,120,0.7822435347664345,6,18156,33459
236,EMP_078,Engineering,Expand market reach,Increase revenue by 25%,0.866,0.906,2024-11-05,2024-12-31,Active,High,55,123,0.8585318142565024,2,42306,21936
237,EMP_034,Operations,Increase customer satisfaction,Achieve 95% customer satisfaction score,0.88,0.575,2024-04-20,2024-12-31,Active,High,162,133,0.8750200206251695,1,43078,14856
238,EMP_088,Sales,Boost sales performance,Enter 3 new markets,0.781,0.835,2024-06-15,2024-12-31,Active,High,165,134,0.8295076208225891,1,23908,23102
239,EMP_073,Finance,Expand market reach,Enter 3 new markets,0.562,0.868,2024-12-02,2024-12-31,Active,Low,88,99,1.0174492433347537,7,42055,4891
240,EMP_015,HR,Enhance team productivity,Reduce bug reports by 30%,0.735,0.838,2024-10-15,2024-12-31,Active,Medium,171,111,0.855392042530578,6,22376,36667
241,EMP_049,Marketing,Reduce operational costs,Achieve 95% customer satisfaction score,0.714,0.508,2024-01-13,2024-12-31,Active,Medium,186,94,0.8220126913833978,2,8731,26686
242,EMP_002,Operations,Boost sales performance,Achieve 95% customer satisfaction score,1.0,0.703,2024-04-23,2024-12-31,Completed,Low,122,175,0.7154515163747778,4,45928,33410
243,EMP_012,Operations,Reduce operational costs,Increase revenue by 25%,0.677,0.608,2024-04-06,2024-12-31,Active,High,96,113,0.9448121439100645,3,24488,17621
244,EMP_019,Operations,Reduce operational costs,Increase revenue by 25%,0.409,0.777,2024-10-15,2024-12-31,Active,High,123,54,0.961739881590246,6,27742,19498
245,EMP_019,Operations,Reduce operational costs,Complete 90% of sprint goals,0.557,0.656,2024-07-20,2024-12-31,Active,High,96,88,0.8232743885576973,2,15561,24285
246,EMP_090,HR,Increase customer satisfaction,Achieve 95% customer satisfaction score,0.627,0.634,2024-09-22,2024-12-31,Active,Medium,128,67,0.9242749961786925,2,27693,25643
247,EMP_022,Sales,Boost sales performance,Increase revenue by 25%,0.641,0.759,2024-04-17,2024-12-31,Active,Low,123,104,0.762410042228389,5,24233,14695
248,EMP_027,Sales,Increase customer satisfaction,Achieve 95% customer satisfaction score,1.0,0.928,2024-04-09,2024-12-31,Completed,Low,41,195,0.8285089644849921,6,32491,31383
249,EMP_098,Operations,Increase customer satisfaction,Reduce costs by 15%,0.704,0.793,2024-03-08,2024-12-31,Active,Low,88,126,0.8566981807818732,2,16683,24913
250,EMP_032,Operations,Expand market reach,Achieve 95% customer satisfaction score,1.0,1.0,2024-06-26,2024-12-31,Completed,Low,124,159,0.8368527404328332,7,34315,34130
251,EMP_093,Marketing,Increase customer satisfaction,Increase revenue by 25%,0.753,0.787,2024-09-29,2024-12-31,Active,Low,160,144,0.9536201832131722,5,33327,27892
252,EMP_096,HR,Increase customer satisfaction,Achieve 95% customer satisfaction score,0.852,0.763,2024-11-13,2024-12-31,Active,Medium,114,150,0.6781249107137834,7,31249,31949
253,EMP_082,Operations,Boost sales performance,Complete 90% of sprint goals,0.765,0.911,2024-06-22,2024-12-31,Active,Low,141,139,0.9387290837266742,6,35471,22030
254,EMP_073,Finance,Expand market reach,Increase revenue by 25%,0.626,0.542,2024-10-10,2024-12-31,Active,High,76,105,0.9606964766302641,5,40585,21988
255,EMP_061,Sales,Boost sales performance,Increase revenue by 25%,0.629,1.0,2024-04-23,2024-12-31,Active,Low,76,92,0.9896628479507312,7,45597,21192
256,EMP_077,HR,Expand market reach,Reduce costs by 15%,1.0,0.729,2024-07-25,2024-12-31,Completed,High,94,159,0.9237291316547052,5,10103,29206
257,EMP_029,Finance,Increase customer satisfaction,Reduce bug reports by 30%,0.912,0.882,2024-03-23,2024-12-31,Completed,Low,108,183,0.6514337843600685,1,37828,32598
258,EMP_025,Finance,Expand market reach,Reduce costs by 15%,0.657,0.628,2024-12-27,2024-12-31,Active,Medium,78,77,0.7761464574498813,5,5136,14238
259,EMP_006,Marketing,Reduce operational costs,Increase revenue by 25%,0.812,0.477,2024-09-17,2024-12-31,Active,Medium,126,133,0.8664655155358568,3,11968,12741
260,EMP_032,Operations,Enhance team productivity,Reduce costs by 15%,0.537,0.946,2024-01-18,2024-12-31,Active,Medium,189,104,0.6438674544058858,6,35954,18860
261,EMP_032,Sales,Boost sales performance,Enter 3 new markets,0.813,0.668,2024-04-24,2024-12-31,Active,Medium,67,112,0.7990269844814866,7,36870,20696
262,EMP_028,Marketing,Reduce operational costs,Achieve 95% customer satisfaction score,0.61,0.562,2024-01-19,2024-12-31,Active,Low,113,60,0.9989749607320582,5,30521,15720
263,EMP_098,Marketing,Reduce operational costs,Enter 3 new markets,0.678,0.808,2024-08-26,2024-12-31,Active,High,87,90,0.8755383755674316,5,42158,22514
264,EMP_071,Finance,Reduce operational costs,Reduce bug reports by 30%,0.589,0.78,2024-10-31,2024-12-31,Active,Low,92,97,0.9037315657544204,3,37130,24335
265,EMP_079,Finance,Reduce operational costs,Increase revenue by 25%,0.531,0.926,2024-01-25,2024-12-31,Active,Medium,195,105,0.9320759303981306,5,38272,14587
266,EMP_051,Operations,Increase customer satisfaction,Enter 3 new markets,0.817,1.0,2024-09-27,2024-12-31,Active,Low,178,131,0.8315415336754685,2,48442,21029
267,EMP_048,Sales,Expand market reach,Enter 3 new markets,0.92,0.463,2024-10-18,2024-12-31,Completed,Low,155,135,0.8711283692279472,2,11476,26116
268,EMP_064,Finance,Boost sales performance,Reduce bug reports by 30%,1.0,0.638,2024-06-30,2024-12-31,Completed,Medium,103,146,1.0046090168234707,4,27010,34055
269,EMP_060,HR,Boost sales performance,Reduce bug reports by 30%,0.866,0.77,2024-08-22,2024-12-31,Active,Medium,101,130,0.9551979954209332,7,28675,26508
270,EMP_073,Sales,Improve product quality,Reduce costs by 15%,0.634,0.475,2024-11-09,2024-12-31,Active,High,138,107,0.957424723394466,5,40386,26656
271,EMP_071,HR,Increase customer satisfaction,Complete 90% of sprint goals,0.53,0.747,2024-08-02,2024-12-31,Active,Low,170,114,0.8142056168598686,2,49516,23850
272,EMP_076,Sales,Reduce operational costs,Reduce costs by 15%,0.801,0.679,2024-04-13,2024-12-31,Active,Low,96,158,0.77419146733128,6,15973,20600
273,EMP_076,Sales,Enhance team productivity,Increase revenue by 25%,0.568,1.0,2024-12-11,2024-12-31,Active,Low,185,89,0.9043379568944756,6,33453,27993
274,EMP_067,Operations,Reduce operational costs,Achieve 95% customer satisfaction score,0.856,0.995,2024-04-19,2024-12-31,Active,High,194,139,0.6974070281227404,7,38998,28781
275,EMP_004,Operations,Enhance team productivity,Reduce bug reports by 30%,0.56,1.0,2024-01-28,2024-12-31,Active,High,102,78,0.6936310314654575,3,10710,14113
276,EMP_050,Operations,Increase customer satisfaction,Enter 3 new markets,0.763,0.751,2024-04-13,2024-12-31,Active,High,185,136,0.8030850969974189,6,26372,26124
277,EMP_038,Marketing,Enhance team productivity,Complete 90% of sprint goals,0.982,0.678,2024-03-01,2024-12-31,Completed,Medium,148,206,0.7323696743076731,5,24212,35542
278,EMP_075,Operations,Enhance team productivity,Reduce costs by 15%,0.63,0.893,2024-12-21,2024-12-31,Active,Low,138,127,0.8371814530414232,5,35857,22213
279,EMP_083,Engineering,Enhance team productivity,Reduce costs by 15%,1.0,0.92,2024-03-14,2024-12-31,Completed,High,192,169,0.7100693825198058,3,10741,36949
280,EMP_063,Marketing,Reduce operational costs,Increase revenue by 25%,0.449,0.755,2024-09-02,2024-12-31,Active,High,192,13,0.9154492490071203,5,24610,13486
281,EMP_055,Operations,Improve product quality,Increase revenue by 25%,0.75,0.608,2024-02-28,2024-12-31,Active,Low,128,93,0.9367632083906136,3,34504,28662
282,EMP_015,HR,Expand market reach,Enter 3 new markets,1.0,0.602,2024-05-21,2024-12-31,Completed,Medium,187,204,0.8320850242336572,6,9627,23659
283,EMP_094,Operations,Boost sales performance,Complete 90% of sprint goals,0.244,0.756,2024-11-17,2024-12-31,Active,High,105,42,0.926527643836476,4,27439,15463
284,EMP_029,Sales,Expand market reach,Achieve 95% customer satisfaction score,0.901,0.94,2024-05-23,2024-12-31,Completed,Medium,101,149,0.8541722711215698,3,6262,39848
285,EMP_056,Marketing,Reduce operational costs,Achieve 95% customer satisfaction score,0.801,0.923,2024-04-28,2024-12-31,Active,High,47,121,0.7636135434126957,5,10750,32203
286,EMP_042,Operations,Reduce operational costs,Increase revenue by 25%,0.549,1.0,2024-03-11,2024-12-31,Active,Medium,73,92,0.7821514594974921,2,36647,16274
287,EMP_052,Finance,Enhance team productivity,Increase revenue by 25%,0.668,0.727,2024-07-10,2024-12-31,Active,High,133,78,0.7200105720703674,5,21351,21028
288,EMP_038,Operations,Improve product quality,Increase revenue by 25%,0.807,1.0,2024-07-10,2024-12-31,Active,Medium,49,134,0.7334328409711335,3,24567,24310
289,EMP_060,Operations,Increase customer satisfaction,Achieve 95% customer satisfaction score,0.373,0.741,2024-11-08,2024-12-31,Active,Low,145,42,0.7116546481931344,6,10208,20348
290,EMP_040,Engineering,Improve product quality,Reduce costs by 15%,0.913,0.622,2024-03-22,2024-12-31,Completed,High,115,136,0.9746891715534719,7,36480,27074
291,EMP_099,Sales,Enhance team productivity,Increase revenue by 25%,0.652,0.852,2024-12-30,2024-12-31,Active,High,173,142,1.0125958915362063,2,38037,13384
292,EMP_039,Engineering,Reduce operational costs,Increase revenue by 25%,0.882,0.833,2024-08-07,2024-12-31,Active,High,195,119,0.592611788493558,6,11855,25192
293,EMP_072,Operations,Increase customer satisfaction,Enter 3 new markets,0.994,0.723,2024-09-12,2024-12-31,Completed,Low,115,182,0.8694107630953357,7,17100,32407
294,EMP_041,Operations,Reduce operational costs,Reduce bug reports by 30%,0.554,1.0,2024-01-13,2024-12-31,Active,High,166,101,0.7919176047153498,4,32340,17285
295,EMP_081,Operations,Enhance team productivity,Achieve 95% customer satisfaction score,0.474,0.837,2024-02-27,2024-12-31,Active,Medium,148,78,0.9074701261665349,3,16737,16356
296,EMP_028,Engineering,Reduce operational costs,Reduce bug reports by 30%,1.0,0.812,2024-10-12,2024-12-31,Completed,Low,52,192,0.7973752143482579,6,49369,36941
297,EMP_013,Marketing,Reduce operational costs,Enter 3 new markets,0.63,0.633,2024-04-25,2024-12-31,Active,Low,147,87,0.8501845955231006,4,6848,24901
298,EMP_001,HR,Boost sales performance,Increase revenue by 25%,0.706,0.567,2024-09-27,2024-12-31,Active,High,175,106,0.7685405206829561,1,35826,18456
299,EMP_042,Operations,Boost sales performance,Increase revenue by 25%,1.0,0.93,2024-08-08,2024-12-31,Completed,High,124,131,0.7442667182825269,5,5191,25830
300,EMP_049,Marketing,Boost sales performance,Increase revenue by 25%,0.722,0.651,2024-03-03,2024-12-31,Active,Low,142,90,0.9195020695088223,3,19519,14353
301,EMP_028,Sales,Expand market reach,Reduce costs by 15%,0.816,0.88,2024-08-05,2024-12-31,Active,High,82,119,0.6477538415279105,2,8359,14184
302,EMP_060,Operations,Boost sales performance,Reduce bug reports by 30%,0.866,0.694,2024-07-02,2024-12-31,Active,Low,67,129,0.7679823120953975,1,18255,19717
303,EMP_088,Sales,Enhance team productivity,Enter 3 new markets,0.815,0.628,2024-05-21,2024-12-31,Active,High,64,135,0.9225199472673185,2,36954,19699
304,EMP_034,Sales,Enhance team productivity,Complete 90% of sprint goals,1.0,0.759,2024-07-01,2024-12-31,Completed,High,128,171,0.8647540911865328,5,34523,30384
305,EMP_049,HR,Expand market reach,Reduce costs by 15%,0.796,1.0,2024-10-20,2024-12-31,Active,High,182,142,0.9872061423949685,1,21260,21820
306,EMP_047,HR,Boost sales performance,Reduce bug reports by 30%,0.724,1.0,2024-02-09,2024-12-31,Active,Medium,177,120,0.8966716234005182,5,39484,24246
307,EMP_055,Finance,Boost sales performance,Reduce costs by 15%,0.465,0.866,2024-02-28,2024-12-31,Active,Medium,143,75,0.8287791030098848,4,44019,5230
308,EMP_061,Finance,Expand market reach,Complete 90% of sprint goals,0.866,0.79,2024-06-10,2024-12-31,Active,Low,70,147,0.8629500451008099,7,26031,24485
309,EMP_001,Engineering,Increase customer satisfaction,Reduce bug reports by 30%,0.967,0.729,2024-07-27,2024-12-31,Completed,Medium,138,128,0.7102881814887009,7,42392,23074
310,EMP_038,Engineering,Expand market reach,Reduce costs by 15%,0.789,0.732,2024-08-26,2024-12-31,Active,High,182,137,0.8088573392883998,1,7462,29453
311,EMP_035,HR,Expand market reach,Reduce costs by 15%,0.788,0.867,2024-08-04,2024-12-31,Active,Medium,65,122,0.890827164090203,6,46669,29581
312,EMP_004,Engineering,Increase customer satisfaction,Enter 3 new markets,1.0,0.734,2024-02-13,2024-12-31,Completed,Low,182,170,0.9110216169589223,4,32042,30784
313,EMP_081,Marketing,Boost sales performance,Complete 90% of sprint goals,0.313,0.972,2024-02-13,2024-12-31,Active,High,164,22,0.7790558997572453,1,40170,4041
314,EMP_058,Operations,Reduce operational costs,Enter 3 new markets,0.393,0.743,2024-08-07,2024-12-31,Active,Medium,171,55,0.7300140277820402,5,10313,10317
315,EMP_031,Marketing,Expand market reach,Increase revenue by 25%,0.575,0.633,2024-09-20,2024-12-31,Active,Low,147,96,0.9192722755116859,1,44887,24560
316,EMP_018,Sales,Reduce operational costs,Reduce costs by 15%,0.638,1.0,2024-06-19,2024-12-31,Active,Medium,190,91,0.8651877609613939,2,37764,25404
317,EMP_004,Finance,Expand market reach,Reduce bug reports by 30%,0.739,0.983,2024-04-05,2024-12-31,Active,High,45,113,0.8414391910528753,3,8722,27172
318,EMP_063,HR,Increase customer satisfaction,Achieve 95% customer satisfaction score,0.967,0.868,2024-10-17,2024-12-31,Completed,Medium,189,147,0.7793107432012651,3,36721,33286
319,EMP_003,Engineering,Enhance team productivity,Complete 90% of sprint goals,1.0,0.963,2024-04-22,2024-12-31,Completed,Low,112,168,0.7348131615413226,7,18380,32253
320,EMP_030,Engineering,Enhance team productivity,Reduce bug reports by 30%,0.376,0.755,2024-01-25,2024-12-31,Active,Medium,97,35,0.9583273243466217,1,30933,8449
321,EMP_099,HR,Improve product quality,Reduce bug reports by 30%,0.675,0.724,2024-03-04,2024-12-31,Active,Medium,115,100,0.7111014863827542,3,13378,19345
322,EMP_047,Sales,Enhance team productivity,Complete 90% of sprint goals,0.756,0.852,2024-05-09,2024-12-31,Active,Medium,98,119,1.0929144322012152,7,36422,29188
323,EMP_046,HR,Enhance team productivity,Reduce costs by 15%,0.836,0.871,2024-09-09,2024-12-31,Active,High,159,126,0.8283571971724111,2,42583,17884
324,EMP_023,Operations,Improve product quality,Reduce costs by 15%,0.921,0.854,2024-10-11,2024-12-31,Completed,Low,182,157,0.9173132020689712,3,17748,15792
325,EMP_021,Finance,Boost sales performance,Complete 90% of sprint goals,1.0,0.851,2024-11-14,2024-12-31,Completed,Medium,189,158,0.8410876870466766,6,25323,21119
326,EMP_034,Finance,Boost sales performance,Enter 3 new markets,0.935,0.61,2024-11-24,2024-12-31,Completed,Low,186,127,0.9362433409555357,7,46107,29766
327,EMP_009,HR,Improve product quality,Reduce bug reports by 30%,0.776,0.744,2024-03-15,2024-12-31,Active,High,61,100,0.9393697689389111,2,36308,26297
328,EMP_057,Finance,Reduce operational costs,Increase revenue by 25%,0.973,0.547,2024-07-12,2024-12-31,Completed,High,135,114,0.8127680947062077,5,8178,31379
329,EMP_088,Engineering,Boost sales performance,Reduce costs by 15%,0.56,0.698,2024-04-15,2024-12-31,Active,Low,169,95,1.0996817840356496,3,44321,14184
330,EMP_075,Finance,Boost sales performance,Complete 90% of sprint goals,0.696,0.649,2024-04-05,2024-12-31,Active,High,49,104,0.7449859260397854,5,38783,24658
331,EMP_042,Finance,Expand market reach,Reduce costs by 15%,0.965,0.849,2024-12-28,2024-12-31,Completed,Low,80,122,1.0193566469528292,1,26067,29331
332,EMP_098,HR,Enhance team productivity,Reduce bug reports by 30%,0.689,1.0,2024-06-07,2024-12-31,Active,High,117,66,0.9755972920431155,5,36899,18582
333,EMP_084,Finance,Reduce operational costs,Reduce bug reports by 30%,0.993,0.825,2024-08-03,2024-12-31,Completed,Medium,167,176,0.9201875781307919,5,7776,34166
334,EMP_020,Sales,Expand market reach,Increase revenue by 25%,0.651,0.926,2024-07-05,2024-12-31,Active,High,188,87,0.9712608237420457,7,25173,28190
335,EMP_070,HR,Increase customer satisfaction,Reduce costs by 15%,0.79,0.764,2024-06-17,2024-12-31,Active,Medium,83,111,0.8787133354122986,4,28382,28120
336,EMP_079,Marketing,Increase customer satisfaction,Reduce costs by 15%,0.894,0.663,2024-03-23,2024-12-31,Active,Medium,71,170,0.9108407753799226,6,14726,40656
337,EMP_025,Operations,Improve product quality,Reduce costs by 15%,0.663,0.439,2024-12-08,2024-12-31,Active,Low,93,134,0.601219134346492,2,7575,17072
338,EMP_001,Engineering,Improve product quality,Reduce costs by 15%,0.953,0.841,2024-04-21,2024-12-31,Completed,Low,170,173,0.9342831244728431,4,12371,34620
